id,title,type,description,release_year,age_certification,runtime,genres,production_countries
tm1064228,Fatherhood,MOVIE,"A widowed new dad copes with doubts, fears, heartache and dirty diapers as he sets out to raise his daughter on his own. Inspired by a true story.",2021,PG-13,109,"['drama', 'comedy']","['CA', 'US']"
ts95572,The Serpent,SHOW,"The twisting, real-life story of Charles Sobhraj, a murderer, thief and seductive master of disguise, who was a hidden darkness in the mid-70's on Asia's hippie trail.",2021,TV-MA,57,"['crime', 'drama', 'thriller']",['GB']
tm1185367,White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,All the cool kids were wearing it. This documentary explores A&F's pop culture reign in the late '90s and early 2000s and how it thrived on exclusion.,2022,R,88,['documentation'],['US']
ts311989,jeen-yuhs,SHOW,"Kanye West docu-series, over 20 years in the making",2022,TV-MA,93,"['documentation', 'music']",['US']
ts307649,Turning Point: 9/11 and the War on Terror,SHOW,"Modern history can be divided into two time frames: before 9/11 and after 9/11. This five-part docuseries is a cohesive chronicle of the September 11, 2001 attacks on the U.S., offering illuminating perspectives and personal stories of how the catastrophic events of that day changed the course of the nation.",2021,TV-14,62,"['war', 'history', 'documentation']",['US']
ts305788,The Perfect Mother,SHOW,"Convinced of her daughter's innocence in a homicide, a devoted mother soon uncovers unsettling truths as the line between victim and perpetrator blurs.",2022,TV-MA,49,"['drama', 'thriller']","['FR', 'DE']"
tm983784,Coming Home in the Dark,MOVIE,A school teacher is forced to confront a brutal act from his past when a pair of ruthless drifters takes him and his family on a nightmare road-trip.,2021,,93,"['thriller', 'crime', 'horror']",['NZ']
ts321918,Human Resources,SHOW,"Lovebugs, Hormone Monsters and a parade of other creatures juggle romance, workplace drama and their human clients' needs in this ""Big Mouth"" spinoff.",2022,TV-MA,27,"['animation', 'comedy', 'romance']",['US']
tm993838,Long Story Short,MOVIE,"Teddy wakes up the morning after his wedding to discover that he's jumped forward a year in his life to his first anniversary. Trapped in an endless cycle of time jumps, transported another year ahead every few minutes, he is faced with a race against time as his life crumbles around him.",2021,R,90,"['fantasy', 'comedy', 'romance']",['AU']
ts328194,My Name,SHOW,"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.",2021,TV-MA,50,"['thriller', 'action', 'crime', 'drama']",['KR']
tm983723,The Sparks Brothers,MOVIE,"Take a musical odyssey through five weird and wonderful decades with brothers Ron & Russell Mael, celebrating the inspiring legacy of Sparks: your favorite band’s favorite band.",2021,R,140,"['documentation', 'music', 'comedy', 'history']","['GB', 'US']"
tm855839,The Shadow in My Eye,MOVIE,"On March 21st, 1945, the British Royal Air Force set out on a mission to bomb Gestapo's headquarters in Copenhagen. The raid had fatal consequences as some of the bombers accidentally targeted a school and more than 120 people were killed, 86 of whom were children.",2021,,107,"['war', 'drama', 'history']",['DK']
tm1108321,Dave Chappelle: The Closer,MOVIE,"As he closes out his slate of comedy specials, Dave takes the stage to try and set the record straight — and get a few things off his chest.",2021,,72,['comedy'],['US']
tm1092958,No One Gets Out Alive,MOVIE,An immigrant in search of the American dream is forced to take a room in a boarding house and soon finds herself in a nightmare from which she can't escape.,2021,R,85,"['horror', 'thriller', 'drama']","['RO', 'US']"
ts296743,Welcome to Eden,SHOW,"Are you happy? With this question, Zoa and four other attractive young people, very active on social networks, are invited to the most exclusive party in history on a secret island, organized by the brand of a new drink. What begins as an exciting journey will soon become the journey of a lifetime. But paradise is not really what it seems - Welcome to Eden.",2022,TV-MA,41,"['action', 'scifi', 'drama', 'thriller']","['ES', 'KN']"
ts108042,Maya and the Three,SHOW,A Mesoamerican warrior princess embarks on a quest to recruit three legendary fighters to help save the world of gods and humankind.,2021,TV-Y7,131,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",['MX']
tm1046264,The Vault,MOVIE,"When an engineer (Freddie Highmore) learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",2021,R,118,"['crime', 'action', 'thriller', 'fantasy']",['ES']
ts329699,The Andy Warhol Diaries,SHOW,"After he's shot in 1968, Andy Warhol begins documenting his life and feelings. Those diaries, and this series, reveal the secrets behind his persona.",2022,TV-MA,66,['documentation'],['US']
tm1150385,The Tinder Swindler,MOVIE,"Posing as a wealthy, jet-setting diamond mogul, an Israeli conman wooed women online then conned them out of millions of dollars. Now some victims plan for payback.",2022,,114,"['documentation', 'crime']",['GB']
ts283080,Who Killed Sara?,SHOW,"Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.",2021,TV-MA,41,"['drama', 'crime', 'thriller']",['MX']
tm1227918,Under the Amalfi Sun,MOVIE,"A year after their romance began in Riccione, Vincenzo and Camilla reunite for a vacation on the picturesque Amalfi Coast and put their love to the test.",2022,PG-13,90,"['romance', 'comedy', 'drama']",['IT']
ts287976,Young Royals,SHOW,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",2021,TV-MA,45,"['drama', 'romance']",['SE']
ts225657,Halston,SHOW,American fashion designer Halston skyrockets to fame before his life starts to spin out of control.,2021,TV-MA,47,['drama'],['US']
tm347095,Oxygen,MOVIE,"A woman wakes in a cryogenic chamber with no recollection of how she got there, and must find a way out before running out of air.",2021,,100,"['scifi', 'thriller', 'horror', 'drama', 'fantasy']","['FR', 'US']"
ts229335,Anxious People,SHOW,"A failed bank robber locks himself in a home, along with a real estate agent, two IKEA addicts, a pregnant woman, a suicidal millionaire and a rabbit.",2021,TV-MA,29,"['crime', 'drama', 'comedy']",['SE']
tm1046026,The Trip,MOVIE,"A dysfunctional couple head to a remote lakeside cabin under the guise of reconnecting, but each has secret designs to kill the other. Before they can carry out their respective plans, unexpected visitors arrive and the couple is faced with a greater danger than anything they could have plotted.",2021,,114,"['action', 'thriller', 'comedy', 'horror']",['NO']
tm416779,The Woman in the Window,MOVIE,An agoraphobic woman living alone in New York begins spying on her new neighbors only to witness a disturbing act of violence.,2021,R,100,"['drama', 'thriller', 'crime']",['US']
ts287559,Jupiter's Legacy,SHOW,"As the world's first generation of superheroes (who received their powers in the 1930s) become the revered elder guard in the present, their superpowered children struggle to live up to the legendary feats of their parents.",2021,TV-MA,45,"['scifi', 'action', 'drama', 'thriller', 'fantasy']",['US']
ts301625,Hold Tight,SHOW,"When a young man goes missing soon after his friend dies, life in a tight-knit, affluent Warsaw suburb slowly unravels, exposing secrets and lies.",2022,TV-MA,47,"['crime', 'drama', 'thriller']",['PL']
tm1075215,Aftermath,MOVIE,"Desperate to save their marriage, a young couple takes a deal to move into their dream home, but disturbing events reveal the house's troubled history.",2021,,114,"['horror', 'thriller', 'drama']",['US']
tm1094217,Chickenhare and the Hamster of Darkness,MOVIE,"Follows a young hero born half chicken and half hare. Eager to fit in and feel loved in spite of his differences, he is obsessed by adventuring in spite of his clumsiness.",2022,,91,"['animation', 'comedy', 'family', 'romance', 'fantasy']","['BE', 'FR']"
ts287438,The Innocent,SHOW,"An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare.",2021,TV-MA,58,"['thriller', 'drama', 'crime']",['ES']
tm1199146,Toscana,MOVIE,"When a Danish chef travels to Tuscany to sell his father's business, he meets a local woman who inspires him to rethink his approach to life and love.",2022,,90,"['drama', 'romance']",['DK']
tm1141439,Home Team,MOVIE,"Two years after a Super Bowl win when NFL head coach Sean Payton is suspended, he goes back to his hometown and finds himself reconnecting with his 12-year-old son by coaching his Pop Warner football team.",2022,PG,95,"['family', 'comedy', 'sport']",['US']
tm949309,The White Tiger,MOVIE,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,2021,R,125,"['drama', 'crime']","['SG', 'US', 'IN']"
ts343432,Yakamoz S-245,SHOW,"After disaster strikes the Earth, a marine biologist on a research mission in a submarine must fight to advance the process into a conspiracy.",2022,TV-MA,48,"['scifi', 'drama', 'action', 'thriller']",['TR']
ts287352,Hit & Run,SHOW,"A happily married man's life is turned upside down when his wife is killed in a mysterious hit-and-run accident in Tel Aviv.  Grief-stricken and confused, he searches for his wife's killers, who have fled to the U.S.  With the help of an ex-lover, he uncovers disturbing truths about his beloved wife and the secrets she kept from him.",2021,TV-MA,44,"['drama', 'action', 'thriller', 'crime']",['IL']
ts328605,Midnight at the Pera Palace,SHOW,"At a historic Istanbul hotel, a journalist is unexpectedly thrust into the past and must stop a plot that could change the fate of modern Turkey.",2022,TV-14,44,"['thriller', 'drama', 'history']",['TR']
ts328541,The Puppet Master: Hunting the Ultimate Conman,SHOW,"In this harrowing docuseries, a cruel conman masquerading as a British spy manipulates and steals from his victims, leaving ruined families in his wake.",2022,TV-MA,42,"['documentation', 'crime']",['GB']
tm1110527,Captain Nova,MOVIE,"A fighter pilot travels back in time to save the future world from environmental disaster, but a side-effect turns her young again and no-one takes her seriously.",2021,,86,"['action', 'family', 'scifi']",['NL']
tm1022103,Outlaws,MOVIE,Introverted Girona student Nacho meets two delinquents from the city's Chinatown and gets caught up in a summer onslaught of burglaries and hold ups that will change his life.,2021,R,125,"['crime', 'action', 'thriller']",['ES']
tm1046627,Hypnotic,MOVIE,"A young woman seeking self-improvement enlists the help of a renowned hypnotherapist. But after a handful of intense sessions, she discovers unexpected and deadly consequences.",2021,,88,"['thriller', 'horror', 'drama']",['CA']
ts314135,VOIR,SHOW,"Film lovers examine the cinematic moments that thrilled, perplexed, challenged and forever changed them in this collection of visual essays.",2021,TV-MA,20,['documentation'],['US']
tm1185360,Return to Space,MOVIE,The inspirational rise of SpaceX as well as Elon Musk's two-decade effort to resurrect America’s space travel ambitions.,2022,,128,['documentation'],['US']
ts321298,Business Proposal,SHOW,An ordinary office worker disguises herself and goes on a blind date with her attractive boss in the place of her friend to end this unwanted marriage blind date after her request.,2022,TV-14,61,"['drama', 'romance', 'comedy']",['KR']
tm1120855,Along for the Ride,MOVIE,"The summer before college Auden meets the mysterious Eli, a fellow insomniac. While the seaside town of Colby sleeps, the two embark on a nightly quest to help Auden experience the fun, carefree teen life she never knew she wanted.",2022,,106,"['drama', 'romance']",['US']
tm861000,Worth,MOVIE,"Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.",2021,PG-13,118,"['drama', 'history']","['CA', 'GB', 'US']"
tm1021871,The Starling,MOVIE,"After Lilly suffers a loss, a combative Starling takes nest beside her quiet home. The feisty bird taunts and attacks the grief-stricken Lilly. On her journey to expel the Starling, she rediscovers her will to live and capacity for love.",2021,PG-13,102,"['comedy', 'drama', 'fantasy']",['US']
tm841797,The Ice Road,MOVIE,"After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",2021,PG-13,109,"['action', 'thriller', 'drama']",['US']
ts271888,Fate: The Winx Saga,SHOW,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",2021,TV-MA,50,"['scifi', 'drama', 'fantasy', 'action']",['US']
tm1020851,Back to the Outback,MOVIE,"Tired of being locked in a reptile house where humans gawk at them like they're monsters, a group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback.",2021,PG,95,"['animation', 'comedy', 'family']","['AU', 'US']"
ts219423,Masters of the Universe: Revelation,SHOW,The war for Eternia begins again in what may be the final battle between He-Man and Skeletor. A new animated series from writer-director Kevin Smith.,2021,TV-PG,26,"['family', 'fantasy', 'scifi', 'action', 'drama', 'animation', 'comedy']",['US']
ts314164,Tomorrow,SHOW,"Made half-human and half-spirit by accident, a young man is employed by a company of grim reapers in the underworld to carry out special missions.",2022,TV-14,61,"['drama', 'fantasy', 'action', 'comedy']",['KR']
ts299865,Heist,SHOW,Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,2021,TV-MA,43,"['crime', 'documentation']",['US']
ts321513,My Liberation Notes,SHOW,"Three siblings, exhausted by the monotony of day-to-day adulthood, seek to find fulfillment and freedom from their unremarkable lives.",2022,TV-MA,68,"['drama', 'family', 'romance']",['KR']
ts273229,Feria: The Darkest Light,SHOW,Two sisters must face a new reality — and supernatural elements — when it's revealed their parents participated in a cult ritual ending in death.,2022,TV-MA,50,"['scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller']",['ES']
ts300325,Surviving Summer,SHOW,"Rebellious Brooklyn teen Summer Torres is sent to live with family friends in the tiny town of Shorehaven on the Great Ocean Road, Victoria, AUS. Despite her best efforts, Summer falls in love with the town, the people and the surf.",2022,TV-PG,28,"['drama', 'family']","['DE', 'AU']"
tm1180610,The Wrath of God,MOVIE,"Convinced the tragic deaths of her loved ones were orchestrated by a famous novelist she worked for, Luciana turns to a journalist to expose her truth.",2022,,97,"['thriller', 'drama']",['AR']
ts330425,The Principles of Pleasure,SHOW,"Sex, joy and modern science converge in this eye-opening series that celebrates the complex world of women's pleasure — and puts stubborn myths to rest.",2022,TV-MA,51,['documentation'],['US']
tm1185374,The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,This documentary explores the mystery surrounding the death of movie icon Marilyn Monroe through previously unheard interviews with her inner circle.,2022,R,101,['documentation'],['US']
tm992260,Yes Day,MOVIE,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.,2021,PG,86,"['comedy', 'family']",['US']
tm1166046,Ante... Sundaraniki!,MOVIE,"A man from a Brahmin family falls in love with a Christian girl. In order to convince their parents, they say contrasting lies which complicates the situation and leads to a comedy of errors.",2022,,173,"['comedy', 'romance', 'family']",['IN']
ts271413,Night Stalker: The Hunt for a Serial Killer,SHOW,"Beneath the sunlit glamour of 1985 L.A. lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",2021,TV-MA,47,"['documentation', 'crime', 'thriller']",['US']
tm1079334,"Bob Ross: Happy Accidents, Betrayal & Greed",MOVIE,Bob Ross brought joy to millions as the world's most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.,2021,PG-13,92,['documentation'],"['US', 'NL']"
ts296214,How to Become a Tyrant,SHOW,The documentary series explores different political figures throughout history.,2021,TV-MA,27,"['documentation', 'war', 'history']",['US']
ts330347,Cracow Monsters,SHOW,A young woman haunted by her past joins a mysterious professor and his group of gifted students who investigate paranormal activity — and fight demons.,2022,TV-MA,52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['PL']
tm1227853,Bhool Bhulaiyaa 2,MOVIE,"When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for 18 years.",2022,,142,"['horror', 'comedy']",['IN']
tm1210970,Gladbeck: The Hostage Crisis,MOVIE,"In August 1988, two armed bank robbers keep German police at bay for 54 hours during a hostage-taking drama that ends in a shootout and three deaths.",2022,,91,"['documentation', 'crime']",['DE']
tm413169,Peter Rabbit 2: The Runaway,MOVIE,"Peter Rabbit runs away from his human family when he learns they are going to portray him in a bad light in their book. Soon, he crosses paths with an older rabbit who ropes him into a heist.",2021,PG,93,"['fantasy', 'action', 'family', 'comedy', 'animation', 'crime', 'drama']","['AU', 'US']"
ts225690,Vampire in the Garden,SHOW,"Once, vampires and humans lived in harmony. Now, a young girl and a vampire queen will search for that Paradise once again. In the divided world of the future, two girls want to do the forbidden: the human wants to play the violin, and the vampire wants to see a wider world.",2022,TV-14,26,"['drama', 'scifi', 'action', 'animation', 'fantasy', 'thriller']",['JP']
ts279892,Ginny & Georgia,SHOW,"Angsty and awkward fifteen year old Ginny Miller often feels more mature than her thirty year old mother, the irresistible and dynamic Georgia Miller. After years on the run, Georgia desperately wants to put down roots in picturesque New England and give her family something they've never had... a normal life. But it's not all carpool and Kombucha as Georgia's past threatens her and her family's new way of life... and Georgia will do anything to protect her family.",2021,TV-14,54,"['drama', 'comedy']",['US']
tm1151272,Beast,MOVIE,"A former RAW officer, who is among the hostages in a mall taken over by terrorists, has to foil their plans and prevent the government from releasing a dreaded terrorist, who he had helped put in prison at great personal cost.",2022,,162,"['thriller', 'action', 'comedy', 'crime']",['IN']
tm981945,The Last Letter From Your Lover,MOVIE,A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.,2021,,109,"['drama', 'romance']","['GB', 'CA']"
ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,He dined with the powerful. He preyed on the vulnerable. Beneath a smiling exterior was the horrifying darkness of a sadistic serial killer.,2022,TV-MA,61,"['documentation', 'crime']",['US']
ts314594,Catching Killers,SHOW,"The investigators behind infamous serial killer cases reveal the harrowing, chilling details of their extraordinary efforts in this true crime series.",2021,TV-MA,41,"['crime', 'documentation']",['US']
tm919880,Final Account,MOVIE,A depiction of the last living generation of German participants in Adolf Hitler’s Third Reich.,2021,PG-13,94,['documentation'],"['GB', 'US']"
tm833216,Things Heard & Seen,MOVIE,"Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to George.",2021,,121,"['horror', 'drama', 'thriller']",['US']
tm314863,Vivo,MOVIE,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,2021,PG,103,"['family', 'comedy', 'animation', 'drama']",['US']
ts330402,Is It Cake?,SHOW,"Skilled cake artists create mouthwatering replicas of handbags, sewing machines and more in a mind-bending baking contest inspired by a popular meme.",2022,TV-PG,39,['reality'],['US']
ts281062,The Girl from Oslo,SHOW,"Pia and two Israelis are kidnapped by IS terrorists in the Sinai desert, and threatened with death if twelve IS prisoners are not released.",2021,,33,"['drama', 'thriller']",['NO']
ts312071,The Way of the Househusband,SHOW,"Tatsu, a notorious and feared yakuza leader nicknamed ""The Immortal Dragon,"" withdraws from the criminal syndicate and becomes a housekeeper to help his wife, Miku. The series features a variety of comedic settings, typically showing Tatsu's domestic activities and intimidating inequality with his looks, as well as multiple encounters with his former colleagues and rivals in the Japanese Criminal Syndicate.",2021,TV-MA,18,"['animation', 'comedy', 'action', 'crime', 'drama', 'romance']",['JP']
ts302363,Twenty Five Twenty One,SHOW,"The dreams of two young people are crushed by an overwhelming financial crisis in the 1990s. But when they reunite at the ages of 25 and 21, the spirited pair finds friendship and affection in times of adversity as they venture into adulthood together.",2022,TV-14,76,"['drama', 'romance']",['KR']
ts308845,The Billion Dollar Code,SHOW,"In 1990s Berlin, an artist and a hacker invented a new way to see the world. Years later, they reunite to sue Google for patent infringement on it.",2021,TV-MA,67,"['drama', 'crime', 'thriller']",['DE']
tm841825,My Little Pony: A New Generation,MOVIE,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",2021,PG,91,"['music', 'action', 'animation', 'family', 'fantasy', 'comedy', 'drama', 'scifi']","['IE', 'US', 'CA']"
tm1164962,Restless,MOVIE,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",2022,R,95,"['thriller', 'action', 'crime']","['BE', 'FR']"
ts253813,Glória,SHOW,A small town in Portugal becomes engulfed in a web of political intrigue when a young engineer is recruited as a KGB spy in this historical thriller.,2021,TV-MA,44,"['drama', 'history', 'thriller']",['PT']
tm1027081,Blood Red Sky,MOVIE,A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,2021,,121,"['thriller', 'action', 'fantasy', 'horror']","['GB', 'DE']"
ts272980,The One,SHOW,"Love -- and lies -- spiral when a DNA researcher helps discover a way to find the perfect partner, and creates a bold new matchmaking service.",2021,TV-MA,42,"['drama', 'scifi', 'thriller', 'crime', 'action']",['GB']
tm1003034,The Witcher: Nightmare of the Wolf,MOVIE,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",2021,,83,"['action', 'drama', 'fantasy', 'scifi', 'animation']","['US', 'PL', 'KR']"
tm857461,Gangubai Kathiawadi,MOVIE,"Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",2022,,157,"['crime', 'drama']",['IN']
ts294338,Hard Cell,SHOW,A documentary crew follows the inmates and staff of HMP Woldsley while Catherine Tate portrays multiple characters to capture the penal system at its brutal humorous best.,2022,TV-MA,26,"['comedy', 'documentation', 'sport']","['US', 'GB']"
tm976166,Malcolm & Marie,MOVIE,"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",2021,R,106,"['romance', 'drama']",['US']
ts296825,Gone for Good,SHOW,"Ten years ago, he lost two loved ones. When his fiancée disappears, he must uncover buried secrets — or lose everything. Based on Harlan Coben's novel.",2021,TV-MA,49,"['drama', 'thriller', 'crime']",['FR']
ts284702,This Is a Robbery: The World's Biggest Art Heist,SHOW,"In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime.",2021,TV-MA,53,"['crime', 'documentation', 'history']",['US']
tm458292,Space Sweepers,MOVIE,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",2021,R,136,"['scifi', 'drama', 'fantasy', 'action']",['KR']
tm459789,The Lovebirds,MOVIE,"A couple experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery. As their journey to clear their names takes them from one extreme – and hilarious - circumstance to the next, they must figure out how they, and their relationship, can survive the night.",2021,R,87,"['romance', 'comedy', 'action', 'thriller', 'crime']",['US']
ts271595,Crime Scene: The Vanishing at the Cecil Hotel,SHOW,The notorious Cecil Hotel grows in infamy when guest Elisa Lam vanishes. A dive into crime's darkest places.,2021,TV-MA,55,"['documentation', 'crime', 'thriller']",['US']
tm1179973,Trust No One: The Hunt for the Crypto King,MOVIE,"When the young founder of a collapsing cryptocurrency exchange dies unexpectedly, irate investors suspect there's more to his death than meets the eye.",2022,R,90,"['documentation', 'crime']",['GB']
ts269881,Record of Ragnarok,SHOW,"Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.",2021,TV-MA,24,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'thriller']",['JP']
tm1134087,Borrego,MOVIE,"A young botanist relocates to a small desert town to study an invasive plant species. While out on research, she comes to the aid of a downed plane only to find herself taken captive by an inexperienced drug mule who forces her to lead a trek across the sweltering desert to his drop. A local sheriff is drawn into the hunt as his rebellious daughter sets out to find the missing botanist, all the while being pursued by a local drug receiver.",2022,R,102,"['crime', 'thriller']",['US']
ts343599,Jimmy Savile: A British Horror Story,SHOW,"Jimmy Savile was one of the United Kingdom’s most beloved TV personalities. Shortly after his death in 2011, an investigation prompted more than 450 horrific allegations of sexual assault and abuse, with victims as young as 5.",2022,TV-MA,85,"['documentation', 'crime']",['GB']
tm1063652,Intrusion,MOVIE,"A woman moves to a small town with her husband, but is rattled when she is targeted for a home invasion.",2021,,92,"['thriller', 'drama']",['US']
tm1082974,Count Me In,MOVIE,"An exhilarating celebration of the art of rock drumming, featuring some of the best drummers ever to have graced the drumkit. The viewer is taken on a uplifting journey through some of the most iconic music ever created, focusing on the women and men with the sticks, their passions, culture and awe-inspiring energy.",2021,,81,"['documentation', 'music']",[]
tm1002815,Nightbooks,MOVIE,"Alex, a boy obsessed with scary stories, is imprisoned by an evil young witch in her contemporary New York City apartment.",2021,,103,"['family', 'fantasy', 'horror']","['CA', 'US']"
tm1107225,Through My Window,MOVIE,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",2022,R,116,"['drama', 'romance', 'comedy']",['ES']
ts299874,Cocaine Cowboys: The Kings of Miami,SHOW,Two childhood friends go from high school dropouts to the most powerful drug kingpins in Miami in this true story of a crime sage that spanned decades.,2021,TV-MA,57,"['documentation', 'crime', 'history']",[]
tm1049265,My Wonderful Life,MOVIE,"Middle-aged Joanna tries tirelessly to reconcile being a mother, daughter, grandmother, wife, lover, housewife and high-school teacher. But she seems to be losing her patience.",2021,,99,"['romance', 'comedy', 'drama']",['PL']
tm1168932,Taylor Tomlinson: Look at You,MOVIE,"Breakups. Therapy. Bangs. Taylor's gone through some stuff since her quarter-life crisis, and she spins her mental health journey into insightful comedy.",2022,,60,"['comedy', 'documentation']",[]
ts340376,The Marked Heart,SHOW,This new Colombian telenovela is about a man who has to watch his wife die and have her heart extracted to give to another woman. He’s out for revenge in the world of organ trafficking.,2022,TV-MA,44,"['thriller', 'drama']",['CO']
ts310938,New Heights,SHOW,When business consultant Michi Wyss inherits his late father's troubled farm he must confront his rural past -- and his family's future.,2021,TV-MA,48,['drama'],['CH']
ts329700,Life After Death with Tyler Henry,SHOW,Clairvoyant medium Tyler Henry offers clarity and closure from the beyond while searching through his own family's past in an intimate reality series.,2022,TV-MA,43,['reality'],['US']
ts270405,Pretend It's a City,SHOW,"Wander the New York City streets and fascinating mind of wry writer, humorist and raconteur Fran Lebowitz as she sits down with Martin Scorsese.",2021,TV-14,29,"['comedy', 'documentation']",['US']
tm1166020,The Takedown,MOVIE,"Plot Unknown, Sequel of On the Other Side of the Tracks (2012).",2022,,119,"['action', 'comedy', 'crime', 'drama']",['FR']
ts192196,Q-Force,SHOW,A handsome secret agent and his team of LGBTQ superspies embark on extraordinary adventures.,2021,TV-MA,27,"['animation', 'action', 'comedy', 'crime', 'fantasy', 'scifi']",['US']
tm897466,The Summit of the Gods,MOVIE,A photojournalist’s obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.,2021,PG,95,"['animation', 'thriller', 'drama', 'sport', 'history']","['LU', 'FR']"
tm1093099,Love Hard,MOVIE,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic comedy chronicles her attempt to reel in love.",2021,,104,"['romance', 'comedy']",['US']
tm465421,The Pirates: The Last Royal Treasure,MOVIE,"A gutsy crew of Joseon pirates and bandits battle stormy waters, puzzling clues and militant rivals in search of royal gold lost at sea.",2022,,126,"['action', 'comedy', 'history']",['KR']
ts271604,Blue Period,SHOW,"Bored with life, popular high schooler Yatora Yaguchi jumps into the beautiful yet unrelenting world of art after finding inspiration in a painting.",2021,TV-14,25,"['animation', 'drama']",['JP']
ts341767,Kotaro Lives Alone,SHOW,A lonely little boy moves into a ramshackle apartment building all on his own and makes friends with the broke manga artist who lives next door.,2022,TV-14,27,"['animation', 'drama', 'comedy']",['JP']
ts288744,The Sound of Magic,SHOW,An enigmatic magician living in an abandoned amusement park introduces magic into the life of a high schooler struggling with harsh realities.,2022,TV-14,69,"['scifi', 'drama', 'fantasy', 'music']",['KR']
tm1038327,Beckett,MOVIE,An American tourist in Greece finds himself on the run after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,2021,R,109,"['crime', 'thriller', 'action', 'drama']","['IT', 'BR']"
tm1131382,Jim Gaffigan: Comedy Monster,MOVIE,"Comedy icon Jim Gaffigan offers some thoughts on the hot mess that was 2021, as well as his takes on marching bands, billionaires in space and more.",2021,,70,['comedy'],[]
tm922429,The Block Island Sound,MOVIE,What’s controlling the town on Block Island? There’s a force lurking off the coast and the wildlife and people are all behaving strangely.,2021,,98,"['scifi', 'horror', 'thriller']",['US']
